Message,preprocess_message,Label
"—¿A dónde vas tan maquillada? —A una fiesta, mamá. —¿Eres el payaso? —¡MAMÁAAA! —JAJAJÁ, cállate y hazme reír o no vas. —Ok.",  a dónde vas tan maquillada   a una fiesta  mamá    eres el payaso    mamáaaa   jajajá  cállate y hazme reír o no vas   ok  ,0
@user Amo los Lunes libres,  amo los lunes libres ,1
"Llego a la casa a las 9:20 caminando, no hay comida, todos están dormidos, mañana tengo clases a las 8am, todo esta bien",llego a la casa a las 9:20 caminando  no hay comida  todos están dormidos  mañana tengo clases a las 8 am  todo esta bien ,-1
Mis demonios internos me dicen tatuajillos pero mi corona me dice no,mis demonios internos me dicen tatuajillos pero mi corona me dice no ,0
"@user Oh, nice nice, yo estoy viéndome por cuarta vez Kill Bill",  oh  nice nice  yo estoy viéndome por cuarta vez kill bill ,1
"@user muy triste  La prensa es lo que es. Un medio oportunista, en muchas ocaciones, que por vender, lo que sea",  muy triste   la prensa es lo que es  un medio oportunista  en muchas ocaciones  que por vender  lo que sea ,-1
Por cierto @user podria hablar contigo por md? Gracias,por cierto   podria hablar contigo por md  gracias ,0
@user #seestrenasietevidas Sería un gato tipo Garfield porqué soy un poco vago y porqué me encanta la lasaña!!,   sería un gato tipo garfield porqué soy un poco vago y porqué me encanta la lasaña   ,1
Mg y pongo un adjetivo super repelente a vuestro nombre,mg y pongo un adjetivo super repelente a vuestro nombre ,-1
@user Aunque te extraño mucho y quisiera abrazarte y besarte con todo mi amor y cariño,  aunque te extraño mucho y quisiera abrazarte y besarte con todo mi amor y cariño ,0
"@user se muestran solitos, no está difícil la cosa felizmente",  se muestran solitos  no está difícil la cosa felizmente ,1
"@user @user @user lo bueno y lo malo, ojo. Que a nosotros fijo que nos quitan alguno.",      lo bueno y lo malo  ojo  que a nosotros fijo que nos quitan alguno  ,-1
"Estoy a punto de comprarme EL VESTIDO para Año Nuevo, lo malo es que si lo compro los días que faltan me mataré haciendo cardio y abs",estoy a punto de comprarme el vestido para año nuevo  lo malo es que si lo compro los días que faltan me mataré haciendo cardio y abs ,0
Hoy queremos felicitar por su cumple a una de las mejores personas que hemos conocido gracia al #páde #RafaGuerrero  @user,hoy queremos felicitar por su cumple a una de las mejores personas que hemos conocido gracia al       ,1
@user Yo además vengo de una mañana de natación y una comida que me ha dejado en una modorra importante. Y tengo que repasar,  yo además vengo de una mañana de natación y una comida que me ha dejado en una modorra importante  y tengo que repasar ,-1
@user Ps porque tú lo eres conmigo,  ps porque tú lo eres conmigo ,0
"Que ladilla, yo soy chevere",que ladilla  yo soy chevere ,1
@user @user Todos somos asesinos por nuestra codición de humanos ya que total depende de nuestras acciones,    todos somos asesinos por nuestra codición de humanos ya que total depende de nuestras acciones ,-1
"Solo porque UNA persona diga que me conoce y opine sobre cómo soy, y convenza a otra de ello no significa que sea así",solo porque una persona diga que me conoce y opine sobre cómo soy  y convenza a otra de ello no significa que sea así ,0
@user Congratulations Dr. Alejandro eres orgullo peruano. Dios no te eligió para gobernar porque el congreso esta manchado,  congratulations dr. alejandro eres orgullo peruano  dios no te eligió para gobernar porque el congreso esta manchado ,1
@user el final volviendo a la aldea es quizá demasiado tierno,  el final volviendo a la aldea es quizá demasiado tierno ,-1
"@user @user no ! Según UMMéxico, ese no será el nuevo single",    no  según umméxico  ese no será el nuevo single ,0
@user @user @user @user @user @user @user gracias  me lo paso genial haciéndolo!,              gracias   me lo paso genial haciéndolo  ,1
@user pensba q iba a hacer @user una reflexion profunda de las q me hace a mi pero,  pensba q iba a hacer   una reflexion profunda de las q me hace a mi pero ,-1
@user tío peguemos al Lau  Sigues teniendo mi primer grinder?,  tío peguemos al lau   sigues teniendo mi primer grinder  ,0
@user hola teneis algun proximo evento por madrid? Mi amiga es muy fan vuestra y nos gustaria saberlo  gracias,  hola teneis algun proximo evento por madrid  mi amiga es muy fan vuestra y nos gustaria saberlo   gracias ,1
"Esta ceniza me tiene mala ya. Ando con alegría y me arden los ojos, no puedo usar lentes de contacto.",esta ceniza me tiene mala ya  ando con alegría y me arden los ojos  no puedo usar lentes de contacto  ,-1
@user ya lo sé  te tengo que contar mi vida que ahora hay muchas cosas nuevas y y y y,  ya lo sé   te tengo que contar mi vida que ahora hay muchas cosas nuevas y y y y ,0
"Vale mi cuenta de Twitter a llegado a lo mejor, me sigue una psicóloga cristiana",vale mi cuenta de twitter a llegado a lo mejor  me sigue una psicóloga cristiana ,1
"OMG esta no he acertado, premio para Calvin que tampoco está  1 de 2 aciertos #VMAs",omg esta no he acertado  premio para calvin que tampoco está   1 de 2 aciertos  ,-1
@user Son un escándalo los 4 juntos? hay fotos?,  son un escándalo los 4 juntos  hay fotos  ,0
@user tiene que dar un gustazo dibujarte tus propios posters.. te envio Amanda,  tiene que dar un gustazo dibujarte tus propios posters  te envio amanda ,1
Lo peor de mi cumple es que ese día empiezo mis clases de nuevo!!,lo peor de mi cumple es que ese día empiezo mis clases de nuevo   ,-1
"@user Hola Julio, para que las pizzas lleguen en las mejores condiciones, marcamos la pizza, no la cortamos",  hola julio  para que las pizzas lleguen en las mejores condiciones  marcamos la pizza  no la cortamos ,0
@user @user me dejo congelado. Por algo es el amo de los ratings!!!,    me dejo congelado  por algo es el amo de los ratings    ,1
@user justo esta mañana no ha podido insultarlos porque estaba en comisaria AMPLIANDO LA DENUNCIA POR ACOSO,  justo esta mañana no ha podido insultarlos porque estaba en comisaria ampliando la denuncia por acoso ,-1
"Agradece todo, cada momento, cada situación, sea positiva o negativa, ya que la positiva nos hace felices y la negativa nos hace sabios",agradece todo  cada momento  cada situación  sea positiva o negativa  ya que la positiva nos hace felices y la negativa nos hace sabios ,0
Acabo de descubrir a Filip van der Cruyssen y sus increibles #fotografia de #retratos ...yo quiero   http,acabo de descubrir a filip van der cruyssen y sus increibles  de   yo quiero    http ,1
@user pero del practico ya? No me dijiste que hacías prácticas.,  pero del practico ya  no me dijiste que hacías prácticas  ,-1
Totoro casi listo #Imelda #torta #totoro #cake #designcake #pastelería #lima #diseño…,totoro casi listo          ,0
@user me encantan los VAPES gracias por estar ahí todos los días y alegrarnos,  me encantan los vapes gracias por estar ahí todos los días y alegrarnos ,1
"Ahora sí conejito, llámala y mándala a la mierda de mi parte",ahora sí conejito  llámala y mándala a la mierda de mi parte ,-1
@user báñate con agua fría para que la temperatura de tu cuerpo sea menor que la del ambiente,  báñate con agua fría para que la temperatura de tu cuerpo sea menor que la del ambiente ,0
Lo bueno de la vida es que te hace coincidir con personas realmente increíbles,lo bueno de la vida es que te hace coincidir con personas realmente increíbles ,1
"@user na, que son las fiestas de mi pueblo y me hallo a 1000km, en mi puta casa, con catarro y sin planes",  na  que son las fiestas de mi pueblo y me hallo a 1000 km  en mi puta casa  con catarro y sin planes ,-1
@user de parte de mi hermana ella dice que por que no te vuelves a pintar de rubio que asi de rubio te queda mejor piensalo,  de parte de mi hermana ella dice que por que no te vuelves a pintar de rubio que asi de rubio te queda mejor piensalo ,0
"@user Gracias a ti hoy soy muy feliz Descansa, que sueñes bonito. Te quiero un montón",  gracias a ti hoy soy muy feliz descansa  que sueñes bonito  te quiero un montón ,1
@user no creo que hayan diseñado una tipo propia,  no creo que hayan diseñado una tipo propia ,-1
"@user Que tampoco ahora mayoría absoluta, eh?",  que tampoco ahora mayoría absoluta  eh  ,0
@user estamos condicionados por nuestras lecturas  Vienen tiempos gloriosos,  estamos condicionados por nuestras lecturas   vienen tiempos gloriosos ,1
Me volvieron a dejar sola,me volvieron a dejar sola ,-1
Hazme un favor y has lo posible por no cruzarte conmigo este año,hazme un favor y has lo posible por no cruzarte conmigo este año ,0
@user @user Abrazote enorme!! Sos un éxito!,    abrazote enorme   sos un éxito  ,1
Hoy una mosca no me dejó dormir y me cago en su puta vida,hoy una mosca no me dejó dormir y me cago en su puta vida ,-1
@user Que ya ha empezado tio,  que ya ha empezado tio ,0
Fue un buen momento en familia,fue un buen momento en familia ,1
"@user Ni que fueran cámaras de cobalto. Tengo mucho tiempo de no broncearme por unas manchas en mi cara, son solo ganas de verme mejor",  ni que fueran cámaras de cobalto  tengo mucho tiempo de no broncearme por unas manchas en mi cara  son solo ganas de verme mejor ,-1
@user @user q pasa con VY1884 y VY1885? Mi madre sta en berlin y no sabe si el avion sale hoy  any info?????,    q pasa con vy1884 y vy1885  mi madre sta en berlin y no sabe si el avion sale hoy   any info      ,0
⚠ me pareces un niño muy gracioso jajaja y me encanta hablar contigo a ver si hablamos mas,⚠ me pareces un niño muy gracioso jajaja y me encanta hablar contigo a ver si hablamos mas ,1
"lo único que quiero es que mi gato aparezca, no quiero vivir sin él, necesito escucharlo y verlo",lo único que quiero es que mi gato aparezca  no quiero vivir sin él  necesito escucharlo y verlo ,-1
"Y bueno, fue un año nuevo diferente. Pero se acabó y ahora toca volver a la realidad",y bueno  fue un año nuevo diferente  pero se acabó y ahora toca volver a la realidad ,0
Venir a Murcia y no pasarte por el MUSU a por un buen bocadillo de lomo es delito. #Musucomotequierojoderperoatusbocadillosmás.,venir a murcia y no pasarte por el musu a por un buen bocadillo de lomo es delito    ,1
"@user @user el problema que ya no hay 2x1 en grandes ni tampoco los puntos Hut, son dos pésimas noticias",    el problema que ya no hay 2x1 en grandes ni tampoco los puntos hut  son dos pésimas noticias ,-1
"Pasan los años pero las resacas siguen siendo un misterio. Ayer tomé ron puro y me he levantado tan pancho, tan fresco. Aquí no pasó nada",pasan los años pero las resacas siguen siendo un misterio  ayer tomé ron puro y me he levantado tan pancho  tan fresco  aquí no pasó nada ,0
@user felicidades pareja!!! Peazo abuelo va a tener tu hijo....estará pletorico,  felicidades pareja    peazo abuelo va a tener tu hijo  estará pletorico ,1
"@user me duele la pierna del puñetazo que me diste aye, en dos sitios, agresivo",  me duele la pierna del puñetazo que me diste aye  en dos sitios  agresivo ,-1
"@user No se me ocurre más que que estás guapísima, por eso no valgo para la seducción",  no se me ocurre más que que estás guapísima  por eso no valgo para la seducción ,0
Que rico es dormir con el sonido de la lluvia,que rico es dormir con el sonido de la lluvia ,1
Desearía que aurin no estuviera sucia y mojada para que duerma cnmigo,desearía que aurin no estuviera sucia y mojada para que duerma cnmigo ,-1
@user Me sabía la versión femenina  Mujer refranera...mujer puñetera...,  me sabía la versión femenina   mujer refranera  mujer puñetera  ,0
"@user por la lucha y el aprendizaje obtenido, ¿te suena? ;), todavía no sé notas pero son lo de menos",  por la lucha y el aprendizaje obtenido   te suena    todavía no sé notas pero son lo de menos ,1
Comenzando mal la semana enfermandome,comenzando mal la semana enfermandome ,-1
"@user Pues va a estar difícil, porque jugamos fuera, pero hay buen equipo este año. A ver...",  pues va a estar difícil  porque jugamos fuera  pero hay buen equipo este año  a ver  ,0
@user yo acabo de aportar mi pequeña contribución. Te sientes tan bien!,  yo acabo de aportar mi pequeña contribución  te sientes tan bien  ,1
Echo tantísimo de menos mi vida en Irlanda,echo tantísimo de menos mi vida en irlanda ,-1
"La felicidad no es un estado en el que podemos permanecer siempre, pero si una actitud que podemos elegir al valorar pequeños momentos",la felicidad no es un estado en el que podemos permanecer siempre  pero si una actitud que podemos elegir al valorar pequeños momentos ,0
@user ¡De nada! Me gustó mucho ese paseo alternativo por otro Gante,   de nada  me gustó mucho ese paseo alternativo por otro gante ,1
"Si está claro, la culpa es mía",si está claro  la culpa es mía ,-1
"@user Eso sería lo más maravilloso! Después de mi 2º viaje, pensé que iría una vez más y la guerra...",  eso sería lo más maravilloso  después de mi 2º viaje  pensé que iría una vez más y la guerra  ,0
"@user buenas tardes, si fuese posible actualizar el presupuesto con las indicaciones que he dejado en la consulta #296798  Gracias",  buenas tardes  si fuese posible actualizar el presupuesto con las indicaciones que he dejado en la consulta    gracias ,1
El señor @user no quiere jugar duoq conmigo,el señor   no quiere jugar duoq conmigo ,-1
@user además de verdad verdadera  Catalina! @user,  además de verdad verdadera   catalina    ,0
No se porque pongo ahora la carita triste pero me parece mas cuqui todo con ella,no se porque pongo ahora la carita triste pero me parece mas cuqui todo con ella ,1
recuerdo cuando me dijiste que odiabas lo superficial y ahora solo mencionas cuanto dinero ganas y todo lo que te compras,recuerdo cuando me dijiste que odiabas lo superficial y ahora solo mencionas cuanto dinero ganas y todo lo que te compras ,-1
Vale el huracán no me a afectado y supongo que a mis seres amados tampoco así que estoy mushio mejo' sabiendo que no paso nada,vale el huracán no me a afectado y supongo que a mis seres amados tampoco así que estoy mushio mejo  sabiendo que no paso nada ,0
@user yo solo quiero que tu cuerpo este tan fuerte como tu mente,  yo solo quiero que tu cuerpo este tan fuerte como tu mente ,1
Este año ha sido el que mejor me he llevado con mi hermano sin duda y se va en nada y voy a llorar y no quiero ser hija única y,este año ha sido el que mejor me he llevado con mi hermano sin duda y se va en nada y voy a llorar y no quiero ser hija única y ,-1
"@user jajajaja... yo no insulto a nadie, ni bloqueo... yo me comporto en el Twitter como en mi vida normal...",  jajajaja  yo no insulto a nadie  ni bloqueo  yo me comporto en el twitter como en mi vida normal  ,0
"@user No te cambiaria , ni por la mujer más bella del mundo , Porqué Solo tengo ojos para ti",  no te cambiaria  ni por la mujer más bella del mundo  porqué solo tengo ojos para ti ,1
@user @user la costra me da cosas. Pero qué lindo por la enfermerita.,    la costra me da cosas  pero qué lindo por la enfermerita  ,-1
"puxa, @user como te pasea @user? alli si no eres inquisidor!",puxa    como te pasea    alli si no eres inquisidor  ,0
Es que es muy guapa,es que es muy guapa ,1
"Decepcionado , este dolor ya lo tengo acostumbrado",decepcionado  este dolor ya lo tengo acostumbrado ,-1
"Amis @user, el Sáb. estaré en Chimbote x chamba y quiero saber si el chinito bello cantará en evento o privado, para ir",amis    el sáb  estaré en chimbote x chamba y quiero saber si el chinito bello cantará en evento o privado  para ir ,0
Qué foto más hermosa  @user @user @user @user @user @user @user @user,qué foto más hermosa                   ,1
"@user Si juegan bien, pero no saben chutar, estamos apañados.  Ninguno sabe chutar a gol en el Valencia?",  si juegan bien  pero no saben chutar  estamos apañados    ninguno sabe chutar a gol en el valencia  ,-1
Es el único trago que tomó puro,es el único trago que tomó puro ,0
@user Que bueno Caeli. Pronto te vas a sentir mucho mejor.,  que bueno caeli  pronto te vas a sentir mucho mejor  ,1
Lo malita que estoy y lo poco que me quejo,lo malita que estoy y lo poco que me quejo ,-1
Y ya estoy en ese momento en el que estoy suscrito a los boletines de 12 embajadas y sus correspondientes Agencias de Investigación,y ya estoy en ese momento en el que estoy suscrito a los boletines de 12 embajadas y sus correspondientes agencias de investigación ,0
"@user para el frio la solucion es hacer lo que dice esta frase ""sabado sabadete camisa nueva y ....""",  para el frio la solucion es hacer lo que dice esta frase  sabado sabadete camisa nueva y   ,1
@user @user ¿Socialistas honrados? Esto es un oxímoron.,     socialistas honrados  esto es un oxímoron  ,-1
"Esta semana estoy de vacaciones, mañana o pasado os publico un vídeo y el domingo directo como siempre",esta semana estoy de vacaciones  mañana o pasado os publico un vídeo y el domingo directo como siempre ,0
Que lindo es levantarse sin resaca,que lindo es levantarse sin resaca ,1
@user Gracias por la información. Parece que el olor ha cesado. Ayer pasó lo mismo sobre la misma hora,  gracias por la información  parece que el olor ha cesado  ayer pasó lo mismo sobre la misma hora ,-1
"Tan rápido Domingo? Yo ni sentí el Viernes. No siento los temblores, los días pasar. Ah, pero ojalá dejara de sentir hambre.",tan rápido domingo  yo ni sentí el viernes  no siento los temblores  los días pasar  ah  pero ojalá dejara de sentir hambre  ,0
"Al parecer si me darán mi canasta navideña, aparte de mi panetón y un vino Gracias proveedores Nos engríen más que los jefes",al parecer si me darán mi canasta navideña  aparte de mi panetón y un vino gracias proveedores nos engríen más que los jefes ,1
"@user @user si va comer gallina mejor quedese calladito, tomese sus pastillitas y siga echandole el cuento a youtubers",    si va comer gallina mejor quedese calladito  tomese sus pastillitas y siga echandole el cuento a youtubers ,-1
@user @user jajaja ya somos un pollito! La próxima semana? a ver que dice @user,    jajaja ya somos un pollito  la próxima semana  a ver que dice   ,0
"@user ayyy pero  que genial, quiero que vengas ya",  ayyy pero   que genial  quiero que vengas ya ,1
"Y yo, pero de soniditos, somos de mundos musicales distintos bb  @user",y yo  pero de soniditos  somos de mundos musicales distintos bb     ,-1
"@user no tengo en la casa apenas entre, te mando uno así jaja",  no tengo en la casa apenas entre  te mando uno así jaja ,0
@user @user @user ohhhhh eso tiene que ser muy divertido  me imagino que los hombres están vetados no?😀😀😀,      ohhhhh eso tiene que ser muy divertido   me imagino que los hombres están vetados no  😀 😀 😀 ,1
"Buenos días. Va, vamos a catear inglés.",buenos días  va  vamos a catear inglés  ,-1
@user no ayudas ya voy.. y tomo foto para mostrar,  no ayudas ya voy  y tomo foto para mostrar ,0
"@user lo mismo puedo decir de tu fanart  y por cierto, tu cómic, muy divertido!",  lo mismo puedo decir de tu fanart   y por cierto  tu cómic  muy divertido  ,1
"@user por eso  vente a la nuestra, hemos tenido bronca y yo paso de gente así  hicimos una propia con barcos y putas",  por eso   vente a la nuestra  hemos tenido bronca y yo paso de gente así   hicimos una propia con barcos y putas ,-1
"@user ta weno, es que me pongo celosa",  ta weno  es que me pongo celosa ,0
@user pues te propongo un cambi yo te regalo un poco de mi calor y tú un poquito también de ese frío  un poquito de tu Argentina,  pues te propongo un cambi yo te regalo un poco de mi calor y tú un poquito también de ese frío   un poquito de tu argentina ,1
"@user @user Claro, es que es muy común que en los pueblos no los tengan en pisos, los llevan a la huerta y los tienen solos",    claro  es que es muy común que en los pueblos no los tengan en pisos  los llevan a la huerta y los tienen solos ,-1
#FinDeSemanaPara perderse hasta las últimas con los amigos, perderse hasta las últimas con los amigos ,0
Quiero un puzzle grandote y bonito para viciarme tras los exámenes...,quiero un puzzle grandote y bonito para viciarme tras los exámenes  ,1
"@user nooo, quiero que me vaya pordede",  nooo  quiero que me vaya pordede ,-1
Después de 5 días! CREO que mi cronograma de viajes por trabajo ya está listo,después de 5 días  creo que mi cronograma de viajes por trabajo ya está listo ,0
"Dentro de 9 horas y 20 minutos empiezan mis vacaciones, buenos días",dentro de 9 horas y 20 minutos empiezan mis vacaciones  buenos días ,1
Es tan feo y sin sabor.,es tan feo y sin sabor  ,-1
"@user Shi, pero como el año pasado no jajaja ah creo que no fuiste",  shi  pero como el año pasado no jajaja ah creo que no fuiste ,0
"@user @user @user @user @user Querido Arturo, viniendo de ti, se agradece el cumplido.",          querido arturo  viniendo de ti  se agradece el cumplido  ,1
No se como titular el vídeo,no se como titular el vídeo ,-1
@user en todos nuestros centros comerciales,  en todos nuestros centros comerciales ,0
@user ostia... jugaba a uno de los primeros en la SNES en japonés!! Y lo jodido es que lo acabé  Me encantaban estos juegos!,  ostia  jugaba a uno de los primeros en la snes en japonés   y lo jodido es que lo acabé   me encantaban estos juegos  ,1
Quería salir a grabar una cosa al amanecer pero mis amigos me han dejado to tirado y no quieren,quería salir a grabar una cosa al amanecer pero mis amigos me han dejado to tirado y no quieren ,-1
Dateame: albañil bueno bonito y barato please. Pintor de fachada y carpintero. Se agradece!,dateame  albañil bueno bonito y barato please  pintor de fachada y carpintero  se agradece  ,0
"@user mi otro queso favorito #UberEmpanadas (?) jaja, provecho guapa",  mi otro queso favorito     jaja  provecho guapa ,1
@user @user @user @user @user n escarmentams a ver si van a ser mismas encueshshtasshs eh @user,          n escarmentams a ver si van a ser mismas encueshshtasshs eh   ,-1
@user @user @user @user mañana 2° recordatorio subliminal #OigoFanatica,        mañana 2 ° recordatorio subliminal  ,0
@user Igual vos. Lindo día y un fuerte abrazo,  igual vos  lindo día y un fuerte abrazo ,1
@user seguro las productoras estaban centradas en traer los de siempre,  seguro las productoras estaban centradas en traer los de siempre ,-1
Mañana es año nuevo y yo sin planes,mañana es año nuevo y yo sin planes ,0
"@user gracias, compa. Es algo que no he olvidado jamás. Es calidad humana.  Besos y mucho ánimo!",  gracias  compa  es algo que no he olvidado jamás  es calidad humana    besos y mucho ánimo  ,1
@user Weee estoy hasta el perno en la U solo me queda salvar lo que pueda también te extraño pishe palo,  weee estoy hasta el perno en la u solo me queda salvar lo que pueda también te extraño pishe palo ,-1
"@user yeah! yo lo intente but se veia todo oscuro, luego me dasanimé je...pero estaría bien que todo el fandom lo haga",  yeah  yo lo intente but se veia todo oscuro  luego me dasanimé je  pero estaría bien que todo el fandom lo haga ,0
"Buen amigo eres @user, gracias por compartir tu pregunta en ese Ask 2.0",buen amigo eres    gracias por compartir tu pregunta en ese ask 2.0 ,1
@user cierto es que el Maruchi está al lado de una peña del Barça y no íbamos a quedar bien,  cierto es que el maruchi está al lado de una peña del barça y no íbamos a quedar bien ,-1
"@user Argi es mucha Argi  pasa como digo siempre, demasiado buena para ganar.",  argi es mucha argi   pasa como digo siempre  demasiado buena para ganar  ,0
@user @user me super encanta el estudio esta perfecto!!!,    me super encanta el estudio esta perfecto    ,1
Yo a las 5 a No puedo dormir *se pone a ver Peppa Pig*esto es peor,yo a las 5 a no puedo dormir  se pone a ver peppa pig*esto es peor ,-1
@user pero es verdah pe!,  pero es verdah pe  ,0
Queremos mas temporadas de Scream!! @user Sabeis si va a haber una tercera o la abandonan ya,queremos mas temporadas de scream     sabeis si va a haber una tercera o la abandonan ya ,1
"Como cuando te sientes fea, gorda y sin plata",como cuando te sientes fea  gorda y sin plata ,-1
"Dios aprieta pero no ahorca, creo que es muy cierto",dios aprieta pero no ahorca  creo que es muy cierto ,0
@user Espero que la hayas pasado lindo,  espero que la hayas pasado lindo ,1
@user pfff esque he llegado al 7 y se me ha hecho pesadisimo xd no me gusta,  pfff esque he llegado al 7 y se me ha hecho pesadisimo xd no me gusta ,-1
@user aquel señor amigo suyo hizo un numerito hoy de esos que le encanta hacer. Otro día en que la ginebra empezó a fluir temprano!,  aquel señor amigo suyo hizo un numerito hoy de esos que le encanta hacer  otro día en que la ginebra empezó a fluir temprano  ,0
@user Está hermosa esa niña. ¿Quién no se anima a planchar así? Saludos,  está hermosa esa niña   quién no se anima a planchar así  saludos ,1
@user la mitología de por sí es maravillosa 😍 pero es tan cara la colección  y son 60 tomos 😫,  la mitología de por sí es maravillosa 😍 pero es tan cara la colección   y son 60 tomos 😫 ,-1
"Al final el vídeo lo subo mañana, que acabo de llegar a casa.",al final el vídeo lo subo mañana  que acabo de llegar a casa  ,0
"A la gente buena, le pasan cosas buenas ... al resto a veces también nos pasan cosas buenas",a la gente buena  le pasan cosas buenas  al resto a veces también nos pasan cosas buenas ,1
El jarabe para la tos hace que mi jugo de naranja sepa feo. ️ Ese jugo es lo mejor de mi vida.,el jarabe para la tos hace que mi jugo de naranja sepa feo  ️ ese jugo es lo mejor de mi vida  ,-1
@user y según tu ojo crítico  debe abrir toda la ciudad o solo zona puerto-anaga-plaza España?,  y según tu ojo crítico   debe abrir toda la ciudad o solo zona puerto-anaga-plaza españa  ,0
@user Léete el cómic. Está bien y acaba rápido,  léete el cómic  está bien y acaba rápido ,1
"Casi el 80% de los pobladores estamos mal ubicados, en un terremoto estiman 50 mil muertos en Lima",casi el 80% de los pobladores estamos mal ubicados  en un terremoto estiman 50 mil muertos en lima ,-1
Viendo con mi gordiflaqui LOCA POR LAS COMPRAS y el diciendo se parece un poco a ti o tu a ella jjajajajaja yo no compro tanto,viendo con mi gordiflaqui loca por las compras y el diciendo se parece un poco a ti o tu a ella jjajajajaja yo no compro tanto ,0
Tengo ganas ya de días de lluvia para poder tirarme una tarde de domingo entera con mi gordi en el sofá,tengo ganas ya de días de lluvia para poder tirarme una tarde de domingo entera con mi gordi en el sofá ,1
La vida no es bella,la vida no es bella ,-1
"Un País tan afectado como Haití, necesita del mundo entero.",un país tan afectado como haití  necesita del mundo entero  ,0
"@user es lo que tiene Amazon  a uno que conozco le llega el Lunes, siéntete afortunada",  es lo que tiene amazon   a uno que conozco le llega el lunes  siéntete afortunada ,1
No hay mayores problemas dice vocero Lewin Mejía sobre amago de incendio... es un centro comercial no una bodega @user @user,no hay mayores problemas dice vocero lewin mejía sobre amago de incendio  es un centro comercial no una bodega     ,-1
"@user esta tarde a las 20:30, no obstante, tenemos programa especial retransmitiendo el #LaPS4Meeting @user y yo",  esta tarde a las 20:30  no obstante  tenemos programa especial retransmitiendo el    y yo ,0
"Acabo de jugar en manual a PES 2017 y dios, como cambia el juego, jugando en leyenda, en 0 de velocidad, IMPRESIONANTE #PES2017",acabo de jugar en manual a pes 2017 y dios  como cambia el juego  jugando en leyenda  en 0 de velocidad  impresionante  ,1
"@user Melanie era la mejor, encima la echaron el dia de su cumple  SINVERGUENZAS",  melanie era la mejor  encima la echaron el dia de su cumple   sinverguenzas ,-1
@user no sabía que la remasterizada se parecía a la primera temporada de Falcon Crest,  no sabía que la remasterizada se parecía a la primera temporada de falcon crest ,0
Todo es mejor de lo que parece cuando recordamos que Dios está de nuestro lado.,todo es mejor de lo que parece cuando recordamos que dios está de nuestro lado  ,1
@user Bajón + Ed Sheeran llorera asegurada. Me pasa,  bajón + ed sheeran llorera asegurada  me pasa ,-1
"@user @user @user @user Está de camino, friéndose bajo el sol sevillano",        está de camino  friéndose bajo el sol sevillano ,0
"@user me quedo tranquilo entonces, pero iré mirando la opción del coche",  me quedo tranquilo entonces  pero iré mirando la opción del coche ,1
"No estoy aburrida  -Estás aburrida No  -Si,  reconocelo Vale estoy aburrida de verte ver la tele  -.. Por que haces esto?  Por que me abu+",no estoy aburrida   -estás aburrida no   -si    reconocelo vale estoy aburrida de verte ver la tele     por que haces esto    por que me abu+ ,-1
@user khaaaa? Ese concierto ha sido más publicitado que la campaña de Keiko... pero... pobreza,  khaaaa  ese concierto ha sido más publicitado que la campaña de keiko  pero  pobreza ,0
"@user triana , Me gustaria saber deti ,  Contacta conmigo cuando puedas!",  triana  me gustaria saber deti    contacta conmigo cuando puedas  ,1
Me siento tan estúpido de haber abierto una herida ya cicatrizada a alguien que aún me sigue importando.... lo siento,me siento tan estúpido de haber abierto una herida ya cicatrizada a alguien que aún me sigue importando  lo siento ,-1
@user esta la página petada desde hace días,  esta la página petada desde hace días ,0
"Bueno por dicha ya estoy en Zarcero, no estoy en la calle. haha",bueno por dicha ya estoy en zarcero  no estoy en la calle  haha ,1
@user @user Mmmm yo tampoco te puedo decir nada  Supongo que lo lógico sería que lo tuvieran pero a saber,    mmmm yo tampoco te puedo decir nada   supongo que lo lógico sería que lo tuvieran pero a saber ,-1
"@user Tejida en técnica de crochet (Sólo tejida con las manos - ""Mi dedo es un Crochet"") Tiempo Récord de ejecución: 3 horas..!!!",  tejida en técnica de crochet  sólo tejida con las manos   mi dedo es un crochet   tiempo récord de ejecución  3 horas     ,0
"Bienvenido #Septiembre mes que marca como un nuevo comienzo de año, muchos objetivos por cumplir, con una gran sonrisa  #FelizJueves",bienvenido  mes que marca como un nuevo comienzo de año  muchos objetivos por cumplir  con una gran sonrisa    ,1
"Despues de todo sigues pendiente de mi y lo sabes, pero autoengañarse is moreee easyy",despues de todo sigues pendiente de mi y lo sabes  pero autoengañarse is moreee easyy ,-1
@user pues al igual q vosotros el follar,  pues al igual q vosotros el follar ,0
"@user Yo, con lo bueno que soy...",  yo  con lo bueno que soy  ,1
@user No terminamos el año vivos,  no terminamos el año vivos ,-1
@user por lo menos hoy he mirado dos albergues   mañana pago,  por lo menos hoy he mirado dos albergues    mañana pago ,0
@user y lo bueno que no engordo,  y lo bueno que no engordo ,1
@user Perdóneme pero estuve hace un mes y lo encontré todo poco excitante. Cocina rutinaria para el oficinismo de medio día.,  perdóneme pero estuve hace un mes y lo encontré todo poco excitante  cocina rutinaria para el oficinismo de medio día  ,-1
Es obvio que me has pillado,es obvio que me has pillado ,0
@user @user @user @user @user poh como yo  lo divertida que podría ser esa retransmisión!,          poh como yo   lo divertida que podría ser esa retransmisión  ,1
Hola estoy que reviento por haberme comido un box de kebab ayudadme a morir gracias,hola estoy que reviento por haberme comido un box de kebab ayudadme a morir gracias ,-1
